Sort_ID,Sample_ID,Sample_Month,Reach,Sample_No,MixSIAR,Group,Taxon,FL_mm,PIT_tag,Sample_Mass_microg,microg_C,percent_C,microg_N,percent_N,d15N,C_N_ratio,Sample_Notes,d13C_corr_v1,d13C_corr_v2,FINAL d13C,d13C_diff
326,44,9,4,121519,Mixture,Fish,Onmy,164,900226000534936,136,42.43556,31.20261,5.39703,3.9684,9.37367,7.86277,very small,NA,-26.3622677,-26.3622677,-4.4641423
298,30,9,3,121489,Mixture,Fish,Onmy,167,900226000536445,657,229.20925,34.88725,67.03673,10.20346,10.7228,3.41916,large,-25.69292,NA,-25.69292,0
297,29,9,3,121488,Mixture,Fish,Onmy,171,900226000536339,462,172.44595,37.32596,51.25972,11.09518,10.4656,3.36416,small,-26.83283,NA,-26.83283,0
310,38,9,4,121501,Mixture,Fish,Onmy,175,900226000688058,699,232.17535,33.21536,70.42911,10.07569,11.14169,3.29658,double tinned,-25.0036,NA,-25.0036,0
339,54,9,3 - redo,121534,Mixture,Fish,Onmy,181,900226000536424,790,272.44552,34.48677,83.3552,10.55129,10.38857,3.26849,large,-25.12107,NA,-25.12107,0
281,17,9,2,121450,Mixture,Fish,Onmy,182,900226000536294,782,277.28724,35.45873,80.03034,10.23406,11.55791,3.46478,large,-23.40166,NA,-23.40166,0
275,11,9,2,121441,Mixture,Fish,Onmy,184,900226000534994,723,251.92131,34.84389,73.87335,10.21761,11.54702,3.41018,large,-24.64073,NA,-24.64073,0
313,39,9,4,121504,Mixture,Fish,Onmy,185,900226000536264,690,253.1732,36.69177,72.89012,10.56379,10.43969,3.47335,large,-27.21264,NA,-27.21264,0
270,4,9,2,121433,Mixture,Fish,Onmy,186,900226000688959,731,265.37851,36.30349,76.57389,10.47522,10.91041,3.46565,large,-24.41526,NA,-24.41526,0
330,48,9,4,121524,Mixture,Fish,Onmy,187,900226000688202,404,159.44557,39.46673,47.84442,11.84268,10.14759,3.33258,small,-28.31809,NA,-28.31809,0
328,46,9,4,121522,Mixture,Fish,Onmy,188,900226000687503,761,245.72027,32.28913,74.29627,9.76298,11.64876,3.3073,large,-25.72604,NA,-25.72604,0
268,2,9,2,121431,Mixture,Fish,Onmy,190,900226000647787,753,302.71703,40.20146,86.32871,11.46464,11.42495,3.50656,large,NA,-24.7684456,-24.7684456,-0.1514944
305,35,9,3,121496,Mixture,Fish,Onmy,191,900226000536298,682,208.99241,30.64405,61.01889,8.94705,10.76439,3.42504,large,-24.27342,NA,-24.27342,0
283,19,9,2,121452,Mixture,Fish,Onmy,193,900226000682166,772,263.96574,34.19245,79.68701,10.32215,12.1321,3.31253,large,-23.7627,NA,-23.7627,0
301,32,9,3,121492,Mixture,Fish,Onmy,194,900226000688760,455,148.00879,32.5294,46.54358,10.22936,11.7544,3.18,small,-23.57346,NA,-23.57346,0
336,51,9,3 - redo,121531,Mixture,Fish,Onmy,194,900226000687561,518,207.23741,40.00722,61.53359,11.87907,10.80863,3.36787,small,-26.30594,NA,-26.30594,0
309,37,9,4,121500,Mixture,Fish,Onmy,196,900226000688203,798,286.05073,35.84596,82.10396,10.28872,10.5808,3.48401,large,-26.95959,NA,-26.95959,0
274,10,9,2,121440,Mixture,Fish,Onmy,200,900226000536448,772,288.82882,37.41306,84.15616,10.90106,11.44688,3.43206,large,-24.27846,NA,-24.27846,0
303,34,9,3,121494,Mixture,Fish,Onmy,200,900226000536255,782,277.05457,35.42897,82.26365,10.51965,10.88391,3.36789,large,-25.08185,NA,-25.08185,0
282,18,9,2,121451,Mixture,Fish,Onmy,201,900226000534376,677,261.97829,38.69694,74.36672,10.98474,11.44857,3.52279,large,NA,-23.9797779,-23.9797779,-0.1675621
271,5,9,2,121434,Mixture,Fish,Onmy,203,900226000688776,427,135.35878,31.69995,37.3584,8.74904,11.0387,3.62325,small,NA,-24.2411825,-24.2411825,-0.2670175
329,47,9,4,121523,Mixture,Fish,Onmy,204,900226000536263,507,176.2739,34.76803,54.15282,10.68103,11.2996,3.25512,small,-26.12696,NA,-26.12696,0
337,52,9,3 - redo,121532,Mixture,Fish,Onmy,205,900226000536454,172,70.962,41.25698,21.54483,12.52606,10.92794,3.29369,very small,-26.21141,NA,-26.21141,0
273,9,9,2,121439,Mixture,Fish,Onmy,213,900226000536400,756,268.54428,35.52173,82.57915,10.92317,11.6519,3.25196,double tinned,-23.42531,NA,-23.42531,0
319,42,9,4,121511,Mixture,Fish,Onmy,214,900226000688502,758,306.89724,40.48776,91.63002,12.08839,10.18611,3.34931,large,-26.93789,NA,-26.93789,0
269,3,9,2,121432,Mixture,Fish,Onmy,215,900226000688190,656,334.5721,51.00185,98.18106,14.96663,11.53891,3.40771,large,-23.96497,NA,-23.96497,0
299,31,9,3,121490,Mixture,Fish,Onmy,219,900226000536338,706,247.36673,35.03778,72.78764,10.30986,11.87015,3.39847,large,-24.04549,NA,-24.04549,0
338,53,9,3 - redo,121533,Mixture,Fish,Onmy,219,900226000536483,479,191.87332,40.05706,56.38617,11.77164,10.01674,3.40284,small,-27.49209,NA,-27.49209,0
296,28,9,3,121487,Mixture,Fish,Onmy,221,900226000688404,732,278.29328,38.01821,78.39555,10.70977,11.09404,3.54986,large,NA,-27.5471686,-27.5471686,-0.1943614
307,36,9,4,121498,Mixture,Fish,Onmy,222,900226000688907,617,209.73564,33.99281,60.61373,9.82394,10.72472,3.4602,large,-25.42108,NA,-25.42108,0
341,55,9,3 - redo,121536,Mixture,Fish,Onmy,222,900226000536365,528,187.38033,35.4887,55.72092,10.5532,10.93576,3.36284,small double tinned,-26.76031,NA,-26.76031,0
279,15,9,2,121447,Mixture,Fish,Onmy,230,900226000687501,748,227.82448,30.45782,68.72329,9.18761,11.13722,3.3151,large,-22.26308,NA,-22.26308,0
295,27,9,3,121486,Mixture,Fish,Onmy,236,900226000536406,623,222.8402,35.76889,64.36028,10.3307,12.43278,3.46239,large,-23.89342,NA,-23.89342,0
351,36,10,2,121716,Mixture,Fish,Onki,126,900226000687597,712,206.69563,29.03029,62.15335,8.7294,13.18641,3.32558,large,-24.1305,NA,-24.1305,0
352,38,10,2,121731,Mixture,Fish,Onki,147,900226000645034,696,170.15874,24.44809,54.07395,7.76925,11.98417,3.14678,large,-24.40868,NA,-24.40868,0
355,43,10,3,121761,Mixture,Fish,Onki,149,900226000688767,666,180.47469,27.0983,55.49321,8.33231,12.65472,3.25219,large,-24.35112,NA,-24.35112,0
347,28,10,2,121664,Mixture,Fish,Onki,152,900226000691780,537,163.15847,30.38333,49.59986,9.23647,12.31346,3.28949,small,-26.11662,NA,-26.11662,0
344,18,10,2,121653,Mixture,Fish,Onki,157,900226000534766,650,216.16147,33.25561,63.42603,9.75785,12.67853,3.40809,large,-27.67522,NA,-27.67522,0
345,20,10,2,121655,Mixture,Fish,Onki,158,900226000536375,675,195.41301,28.95008,59.09319,8.75455,12.12023,3.30686,large,-24.95316,NA,-24.95316,0
343,5,10,2,121631,Mixture,Fish,Onki,159,900226000536485,691,219.91374,31.82543,66.66732,9.64795,12.4862,3.29867,large,-26.63063,NA,-26.63063,0
356,46,10,3,121765,Mixture,Fish,Onki,161,900226000690274,680,188.36783,27.70115,57.71325,8.48724,12.8529,3.26386,large,-25.30606,NA,-25.30606,0
346,24,10,2,121660,Mixture,Fish,Onki,162,900226000681245,675,177.85647,26.34911,53.24793,7.88858,12.16231,3.34016,large,-24.29476,NA,-24.29476,0
350,35,10,2,121713,Mixture,Fish,Onki,166,900226000690304,710,228.44022,32.17468,68.86949,9.69993,12.64092,3.317,large,-23.66221,NA,-23.66221,0
353,39,10,2,121734,Mixture,Fish,Onki,171,900226000646190,742,227.03118,30.59719,69.93483,9.42518,12.46552,3.24633,large,-23.66176,NA,-23.66176,0
348,29,10,2,121665,Mixture,Fish,Onki,173,900226000683121,463,151.30334,32.67891,46.00972,9.9373,13.64077,3.28851,small,-22.63589,NA,-22.63589,0
354,42,10,3,121760,Mixture,Fish,Onki,178,900226000690760,613,182.60581,29.78888,56.70053,9.24968,12.98159,3.22053,large,-24.45104,NA,-24.45104,0
349,32,10,2,121681,Mixture,Fish,Onki,179,900226000536350,660,190.17429,28.81429,57.19369,8.66571,12.22774,3.32509,large,-24.76503,NA,-24.76503,0
362,7,10,2,121633,Mixture,Fish,Onmy,114,900226000688700,438,163.4304,37.31288,48.07055,10.97501,9.19146,3.3998,small,-27.37322,NA,-27.37322,0
431,O21,10,4,121847,Mixture,Fish,Onmy,114,900226000536280,419,156.83085,37.4298,45.9934,10.97694,9.42595,3.40986,small,-29.35828,NA,-29.35828,0
391,O11,10,3,121762,Mixture,Fish,Onmy,115,900226000534751,666,227.17148,34.10983,67.1452,10.08186,9.67668,3.38329,large,-28.31573,NA,-28.31573,0
410,O14,10,3,121789,Mixture,Fish,Onmy,116,900226000688170,617,213.5963,34.61852,61.59565,9.98309,10.21711,3.46772,large,-30.35834,NA,-30.35834,0
412,O16,10,3,121802,Mixture,Fish,Onmy,116,900226000688785,420,137.26752,32.68274,42.07688,10.0183,10.05472,3.2623,small,-27.28841,NA,-27.28841,0
372,17,10,2,121643,Mixture,Fish,Onmy,117,900226000688735,609,248.95125,40.87869,69.98726,11.49216,9.89131,3.55709,large,NA,-27.4084609,-27.4084609,-0.2015191
438,O28,10,4,121856,Mixture,Fish,Onmy,117,900226000536302,230,88.42027,38.4436,26.1019,11.34865,8.51833,3.3875,very small,-29.01772,NA,-29.01772,0
358,2,10,2,121628,Mixture,Fish,Onmy,119,900226000688734,402,159.23116,39.60974,46.50861,11.56931,9.79008,3.42369,small,-28.35117,NA,-28.35117,0
368,13,10,2,121639,Mixture,Fish,Onmy,119,900226000536284,670,249.01835,37.16692,74.36538,11.09931,9.83813,3.34858,large,-27.23196,NA,-27.23196,0
364,9,10,2,121635,Mixture,Fish,Onmy,121,900226000534348,799,318.38115,39.84745,92.4189,11.56682,10.12202,3.44498,large,-26.03056,NA,-26.03056,0
436,O26,10,4,121852,Mixture,Fish,Onmy,123,900226000688909,723,234.6659,32.45725,70.05276,9.68918,10.28075,3.34985,large,-26.07129,NA,-26.07129,0
437,O27,10,4,121855,Mixture,Fish,Onmy,124,900226000536497,706,253.85101,35.95623,73.20788,10.36939,9.18687,3.46754,large,-30.76017,NA,-30.76017,0
371,16,10,2,121642,Mixture,Fish,Onmy,126,900226000688598,363,125.22413,34.497,36.58442,10.07835,10.26621,3.42288,small,-27.13955,NA,-27.13955,0
414,62,10,4,121814,Mixture,Fish,Onmy,130,900226000688976,691,225.96795,32.70158,67.1988,9.72486,9.96479,3.36268,large,-28.66517,NA,-28.66517,0
416,O18,10,4,121816,Mixture,Fish,Onmy,131,900226000536354,792,270.90745,34.20549,82.12541,10.36937,10.10627,3.2987,large,-29.72348,NA,-29.72348,0
422,69,10,4,121822,Mixture,Fish,Onmy,132,900226000688799,616,223.98496,36.36119,66.62839,10.8163,9.50695,3.3617,large,-28.25071,NA,-28.25071,0
370,15,10,2,121641,Mixture,Fish,Onmy,134,900226000688100,779,254.65272,32.68969,75.45315,9.6859,10.03594,3.37498,large,-27.03078,NA,-27.03078,0
386,27,10,2,121663,Mixture,Fish,Onmy,135,900226000536278,658,268.45583,40.79876,74.36062,11.30101,9.82709,3.61019,large,NA,-28.3010619,-28.3010619,-0.2540881
413,O17,10,3,121803,Mixture,Fish,Onmy,137,900226000687580,446,177.70154,39.84339,53.47209,11.98926,10.2169,3.32326,small,-28.59137,NA,-28.59137,0
369,14,10,2,121640,Mixture,Fish,Onmy,138,900226000687564,393,147.52768,37.53885,41.91369,10.66506,11.38071,3.5198,small,NA,-24.614138,-24.614138,-0.164602
399,52,10,3,121771,Mixture,Fish,Onmy,141,900226000536321,428,131.86551,30.8097,40.2142,9.39584,10.92809,3.27908,small,-29.74882,NA,-29.74882,0
396,49,10,3,121768,Mixture,Fish,Onmy,143,900226000536374,515,174.69984,33.9223,53.43712,10.37614,10.44215,3.26926,small,-28.20179,NA,-28.20179,0
365,10,10,2,121636,Mixture,Fish,Onmy,145,900226000534404,315,127.3286,40.42178,39.42217,12.51497,10.20527,3.22987,small,-26.42332,NA,-26.42332,0
357,1,10,2,121627,Mixture,Fish,Onmy,147,900226000688713,609,217.3176,35.68434,61.95791,10.17371,10.75202,3.5075,large,NA,-24.788295,-24.788295,-0.152425
390,41,10,3,121759,Mixture,Fish,Onmy,147,900226000534431,746,229.58087,30.77492,70.99539,9.51681,10.36942,3.23374,large,-28.27077,NA,-28.27077,0
420,67,10,4,121820,Mixture,Fish,Onmy,147,900226000536490,546,191.0523,34.99126,57.15781,10.46846,10.60233,3.34254,small,-27.68838,NA,-27.68838,0
402,55,10,3,121774,Mixture,Fish,Onmy,150,900226000536422,757,261.35387,34.52495,78.59574,10.38253,10.07738,3.32529,large,-27.08217,NA,-27.08217,0
385,26,10,2,121662,Mixture,Fish,Onmy,152,900226000688512,773,250.28287,32.37812,76.05753,9.83927,10.91386,3.2907,large,-27.86655,NA,-27.86655,0
366,11,10,2,121637,Mixture,Fish,Onmy,152,900226000536383,617,246.86092,40.00987,71.72469,11.62475,10.25366,3.44178,large,-24.88466,NA,-24.88466,0
393,45,10,3,121764,Mixture,Fish,Onmy,156,900226000536433,611,204.83756,33.52497,63.43556,10.38225,10.39627,3.22907,large,-27.74939,NA,-27.74939,0
425,72,10,4,121825,Mixture,Fish,Onmy,174,900226000688215,776,256.99187,33.11751,79.40953,10.23319,10.99631,3.23629,large,-26.81466,NA,-26.81466,0
394,47,10,3,121766,Mixture,Fish,Onmy,176,900226000687325,637,231.81571,36.39179,70.23989,11.02667,11.07858,3.30034,large,-27.71393,NA,-27.71393,0
423,70,10,4,121823,Mixture,Fish,Onmy,177,900226000688058,697,248.645,35.6736,75.33589,10.80859,10.69655,3.30049,large,-26.97575,NA,-26.97575,0
398,51,10,3,121770,Mixture,Fish,Onmy,180,900226000536382,764,255.42353,33.4324,72.73521,9.52031,10.83978,3.51169,large,NA,-28.2793669,-28.2793669,-0.1565731
424,71,10,4,121824,Mixture,Fish,Onmy,184,900226000687517,635,206.48445,32.51724,62.90436,9.9062,11.26326,3.28251,large,-25.25073,NA,-25.25073,0
383,23,10,2,121659,Mixture,Fish,Onmy,188,900226000688642,709,220.9811,31.168,68.2244,9.62262,10.41973,3.23903,large,-24.88763,NA,-24.88763,0
359,3,10,2,121629,Mixture,Fish,Onmy,189,900226000688532,698,270.30874,38.72618,79.35602,11.36906,10.22781,3.40628,large,-26.46964,NA,-26.46964,0
403,56,10,3,121775,Mixture,Fish,Onmy,192,900226000536356,721,249.49835,34.60449,75.26866,10.43948,11.2501,3.31477,large,-25.3928,NA,-25.3928,0
419,66,10,4,121819,Mixture,Fish,Onmy,195,900226000687685,648,252.90481,39.02852,75.85256,11.70564,10.35381,3.33416,large,-29.18772,NA,-29.18772,0
415,63,10,4,121815,Mixture,Fish,Onmy,199,900226000688518,746,224.14601,30.04638,69.62976,9.33375,11.98399,3.21911,large,-24.7259,NA,-24.7259,0
363,8,10,2,121634,Mixture,Fish,Onmy,200,900226000688525,565,183.62126,32.49934,56.38384,9.97944,11.59169,3.25663,small,-25.29345,NA,-25.29345,0
367,12,10,2,121638,Mixture,Fish,Onmy,202,900226000534376,774,300.59013,38.83593,89.46122,11.5583,11.14503,3.36,large,-24.17424,NA,-24.17424,0
397,50,10,3,121769,Mixture,Fish,Onmy,204,900226000687559,660,270.82487,41.03407,80.29981,12.16664,11.1564,3.37267,large,-24.4585,NA,-24.4585,0
405,58,10,3,121777,Mixture,Fish,Onmy,205,900226000687582,782,305.67262,39.08857,89.59145,11.45671,10.96005,3.41185,large,-26.68637,NA,-26.68637,0
401,54,10,3,121773,Mixture,Fish,Onmy,206,900226000688794,614,217.89051,35.48705,65.4423,10.65836,11.33694,3.32951,large,-27.34348,NA,-27.34348,0
406,59,10,3,121778,Mixture,Fish,Onmy,208,900226000534467,712,242.8504,34.1082,72.89953,10.2387,11.14435,3.3313,large,-26.04277,NA,-26.04277,0
418,65,10,4,121818,Mixture,Fish,Onmy,208,900226000536454,745,299.05206,40.14122,91.56567,12.29069,10.70527,3.26598,large,-27.66458,NA,-27.66458,0
380,19,10,2,121654,Mixture,Fish,Onmy,209,900226000688780,742,214.81102,28.95027,65.34724,8.80691,12.1989,3.28722,large,-24.38275,NA,-24.38275,0
417,64,10,4,121817,Mixture,Fish,Onmy,210,900226000647187,664,195.86047,29.49706,58.76011,8.84941,11.26431,3.33322,double tinned,-28.23096,NA,-28.23096,0
382,22,10,2,121658,Mixture,Fish,Onmy,211,900226000688960,625,207.45434,33.19269,64.25542,10.28087,10.51995,3.22859,large,-27.70614,NA,-27.70614,0
381,21,10,2,121656,Mixture,Fish,Onmy,211,900226000536271,780,282.68039,36.24108,87.27573,11.1892,11.65767,3.23893,large,-25.20142,NA,-25.20142,0
392,44,10,3,121763,Mixture,Fish,Onmy,211,900226000688924,711,272.58488,38.33824,81.44141,11.45449,11.45785,3.34701,large,-26.86603,NA,-26.86603,0
384,25,10,2,121661,Mixture,Fish,Onmy,212,900226000688878,673,233.16905,34.64622,70.97346,10.54583,10.89446,3.2853,large,-24.74115,NA,-24.74115,0
427,74,10,4,121828,Mixture,Fish,Onmy,212,900226000687282,622,221.68132,35.64008,66.67616,10.71964,11.7349,3.32475,large,-26.12618,NA,-26.12618,0
360,4,10,2,121630,Mixture,Fish,Onmy,216,900226000688677,776,278.38102,35.87384,84.79233,10.92685,10.63158,3.28309,large,-25.47051,NA,-25.47051,0
404,57,10,3,121776,Mixture,Fish,Onmy,220,900226000534824,760,262.62355,34.55573,79.97806,10.52343,11.90973,3.28369,large,-24.9268,NA,-24.9268,0
400,53,10,3,121772,Mixture,Fish,Onmy,222,900226000536368,617,208.01176,33.71341,63.50468,10.29249,11.70229,3.27553,large,-24.89288,NA,-24.89288,0
426,73,10,4,121826,Mixture,Fish,Onmy,223,900226000536483,613,186.74119,30.46349,57.90569,9.44628,10.72286,3.22492,large,-26.08213,NA,-26.08213,0
395,48,10,3,121767,Mixture,Fish,Onmy,231,900226000688269,638,250.84029,39.31666,73.51931,11.5234,10.84268,3.4119,large,-25.94237,NA,-25.94237,0
429,76,10,4,121834,Mixture,Fish,Onmy,231,900226000647075,607,214.64865,35.36222,64.32666,10.59747,10.07237,3.33685,large,-26.74287,NA,-26.74287,0
421,68,10,4,121821,Mixture,Fish,Onmy,245,900226000688936,792,321.37691,40.57789,94.082,11.87904,10.73631,3.41592,large,-27.99143,NA,-27.99143,0
407,61,10,3,121781,Mixture,Fish,Onmy,260,900226000534777,671,256.14611,38.17379,75.3044,11.22271,11.88186,3.40148,large,-29.52672,NA,-29.52672,0
443,6,11,2,123606,Mixture,Fish,Onki,152,900226000686695,719,257.04768,35.75072,76.96882,10.70498,11.78035,3.33963,large,-26.84963,NA,-26.84963,0
447,10,11,2,123610,Mixture,Fish,Onki,155,900226000720354,694,231.69249,33.38509,66.60885,9.59782,11.85852,3.4784,large,-28.19102,NA,-28.19102,0
446,9,11,2,123609,Mixture,Fish,Onki,156,900226000691908,677,238.56787,35.23898,69.67276,10.2914,11.91157,3.42412,large,-27.92709,NA,-27.92709,0
453,41,11,3,123731,Mixture,Fish,Onki,159,900226000684883,604,212.20294,35.13294,64.50689,10.67995,12.83142,3.28962,large,-27.61157,NA,-27.61157,0
448,13,11,2,123614,Mixture,Fish,Onki,160,900226000688179,609,215.52139,35.38939,64.15294,10.53414,12.17347,3.35949,large,-26.29427,NA,-26.29427,0
442,5,11,2,123605,Mixture,Fish,Onki,161,900226000690894,362,138.1966,38.17586,39.40995,10.88673,11.25348,3.50664,double tinned,NA,-29.5453064,-29.5453064,-0.1515736
439,1,11,2,123601,Mixture,Fish,Onki,162,900226000684889,752,226.6255,30.13637,65.58476,8.72138,12.16525,3.45546,large,-29.06974,NA,-29.06974,0
450,18,11,2,123619,Mixture,Fish,Onki,171,900226000687644,755,273.23401,36.18994,81.12497,10.74503,12.10952,3.36806,large,-27.16643,NA,-27.16643,0
441,4,11,2,123604,Mixture,Fish,Onki,171,900226000536350,638,174.06105,27.2823,54.0948,8.47881,12.43328,3.2177,large,-25.02473,NA,-25.02473,0
452,33,11,2,123645,Mixture,Fish,Onki,172,900226000648565,582,193.11991,33.18211,60.17986,10.34018,11.74437,3.20905,small,-29.81993,NA,-29.81993,0
451,32,11,2,123634,Mixture,Fish,Onki,172,900226000687664,392,131.15943,33.45904,40.56594,10.34845,12.84205,3.23324,small,-27.72076,NA,-27.72076,0
440,2,11,2,123602,Mixture,Fish,Onki,172,900226000646190,700,202.72455,28.96065,61.73395,8.81914,12.59726,3.28384,large,-24.18859,NA,-24.18859,0
445,8,11,2,123608,Mixture,Fish,Onki,180,900226000690282,608,198.75662,32.69023,59.56902,9.79754,12.18212,3.33658,large,-27.92174,NA,-27.92174,0
449,17,11,2,123618,Mixture,Fish,Onki,180,900226000690760,699,214.53702,30.69199,65.77718,9.41018,12.81396,3.26157,large,-25.69194,NA,-25.69194,0
444,7,11,2,123607,Mixture,Fish,Onki,182,900226000685619,636,226.25815,35.57518,67.03228,10.53967,13.38377,3.37536,large,-25.10429,NA,-25.10429,0
