Sort_ID,Sample_ID,Sample_Month,Reach,Sample_No,MixSIAR,Group,Taxon,FL_mm,PIT_tag,Sample_Mass_microg,microg_C,percent_C,microg_N,percent_N,d15N,C_N_ratio,Sample_Notes,d13C_corr_v1,d13C_corr_v2,FINAL d13C,d13C_diff
475,N4,11,2,123714,Mixture,Fish,Onmy,120,900226000756301,263,101.09169,38.43791,30.946,11.76654,10.01481,3.26671,very small,-28.67324,NA,-28.67324,0
472,N2,11,2,123682,Mixture,Fish,Onmy,128,900226000756371,227,93.87133,41.35301,28.2464,12.44335,10.65468,3.3233,very small,-28.02624,NA,-28.02624,0
508,N5,11,4,123761,Mixture,Fish,Onmy,129,900226000688810,659,269.93637,40.96151,77.29443,11.72905,10.26342,3.49231,large,-30.44921,NA,-30.44921,0
456,N1,11,2,123612,Mixture,Fish,Onmy,132,900226000756337,521,196.79913,37.77334,58.77379,11.28096,10.96757,3.34842,small,-26.6557,NA,-26.6557,0
465,23,11,2,123624,Mixture,Fish,Onmy,137,900226000756363,495,197.65323,39.92995,59.71547,12.06373,11.08556,3.30992,small,-25.32188,NA,-25.32188,0
466,24,11,2,123625,Mixture,Fish,Onmy,138,900226000756355,123,42.92226,34.89614,12.98343,10.55564,10.56532,3.30592,very small,-27.13212,NA,-27.13212,0
506,69,11,4,123759,Mixture,Fish,Onmy,141,900226000536466,592,219.27875,37.04033,65.56546,11.07525,10.43346,3.34442,small,-29.60565,NA,-29.60565,0
505,68,11,4,123758,Mixture,Fish,Onmy,144,900226000757290,177,74.84416,42.28484,22.61945,12.77935,9.5638,3.30884,very small,-29.6692,NA,-29.6692,0
464,22,11,2,123623,Mixture,Fish,Onmy,153,900226000536353,508,195.22737,38.43059,59.19518,11.65259,10.821,3.29803,small,-25.49938,NA,-25.49938,0
480,43,11,3,123733,Mixture,Fish,Onmy,155,900226000687694,696,264.29855,37.97393,77.44654,11.12738,10.46245,3.41266,large,-29.0893,NA,-29.0893,0
488,51,11,3,123741,Mixture,Fish,Onmy,157,900226000687580,581,237.25032,40.83482,71.4219,12.29293,10.70914,3.32181,small,-29.15287,NA,-29.15287,0
507,70,11,4,123760,Mixture,Fish,Onmy,157,900226000536354,609,240.75289,39.53249,70.4086,11.56135,10.59128,3.41937,large,-29.4016,NA,-29.4016,0
474,37,11,2,123713,Mixture,Fish,Onmy,160,900226000536262,790,283.52932,35.88979,84.23014,10.66204,10.58454,3.36613,large,-27.9443,NA,-27.9443,0
471,36,11,2,123670,Mixture,Fish,Onmy,160,900226000756349,678,257.44346,37.97101,73.90708,10.90075,10.43379,3.48334,large,-27.59645,NA,-27.59645,0
462,20,11,2,123621,Mixture,Fish,Onmy,162,900226000536341,666,254.52586,38.2171,75.99819,11.41114,10.98176,3.3491,large,-26.58084,NA,-26.58084,0
493,56,11,3,123746,Mixture,Fish,Onmy,162,900226000757281,377,146.81633,38.94332,45.53875,12.07924,10.82913,3.22399,small,-29.31828,NA,-29.31828,0
490,53,11,3,123743,Mixture,Fish,Onmy,163,900226000536372,207,84.34343,40.74562,25.41395,12.27727,10.36943,3.31879,very small,-28.74053,NA,-28.74053,0
458,14,11,2,123615,Mixture,Fish,Onmy,164,900226000536296,438,168.92702,38.56781,51.87463,11.84352,11.45577,3.25645,small,-26.08301,NA,-26.08301,0
502,65,11,4,123755,Mixture,Fish,Onmy,164,900226000536456,403,163.95401,40.68338,49.4194,12.26288,9.61111,3.3176,small,-29.98261,NA,-29.98261,0
492,55,11,3,123745,Mixture,Fish,Onmy,165,900226000536472,615,228.22689,37.11006,66.58062,10.82612,10.95622,3.42783,large,-29.42409,NA,-29.42409,0
479,42,11,3,123732,Mixture,Fish,Onmy,165,900226000534431,698,285.50822,40.90376,81.62223,11.69373,10.65633,3.49792,large,-29.31254,NA,-29.31254,0
454,3,11,2,123603,Mixture,Fish,Onmy,169,900226000756392,788,283.3974,35.96414,83.70682,10.62269,11.84205,3.38559,large,-26.86635,NA,-26.86635,0
483,46,11,3,123736,Mixture,Fish,Onmy,171,900226000536422,745,307.91537,41.33092,86.64045,11.62959,11.02186,3.55394,large,NA,-28.6502294,-28.6502294,-0.1984006
509,71,11,4,123762,Mixture,Fish,Onmy,171,900226000536455,662,272.00608,41.08853,78.03283,11.78744,10.42341,3.48579,large,-31.22995,NA,-31.22995,0
484,47,11,3,123737,Mixture,Fish,Onmy,176,900226000536384,639,256.27135,40.10506,74.7952,11.70504,10.6199,3.42631,large,-29.123,NA,-29.123,0
478,40,11,3,123730,Mixture,Fish,Onmy,178,900226000756302,681,256.77368,37.70539,75.14046,11.03384,10.43599,3.41725,large,-29.47676,NA,-29.47676,0
497,60,11,3,123750,Mixture,Fish,Onmy,179,900226000536433,721,285.0211,39.53136,80.16954,11.11921,10.32255,3.55523,large,NA,-28.9930423,-28.9930423,-0.1996777
467,25,11,2,123626,Mixture,Fish,Onmy,182,900226000536452,648,238.4258,36.7941,70.72808,10.91483,11.21788,3.37102,large,-26.48917,NA,-26.48917,0
503,66,11,4,123756,Mixture,Fish,Onmy,182,900226000688224,470,179.0095,38.08713,55.00495,11.70318,11.14972,3.25443,small,-29.16266,NA,-29.16266,0
491,54,11,3,123744,Mixture,Fish,Onmy,183,900226000536413,259,111.31815,42.97998,32.94342,12.71947,11.12271,3.37907,very small,-27.5761,NA,-27.5761,0
496,59,11,3,123749,Mixture,Fish,Onmy,186,900226000688009,535,207.12419,38.7148,62.36205,11.65646,11.52831,3.32132,small,-27.25368,NA,-27.25368,0
481,44,11,3,123734,Mixture,Fish,Onmy,188,900226000534383,660,263.84188,39.97604,77.00357,11.66721,11.59118,3.42636,large,-27.9495,NA,-27.9495,0
500,63,11,3,123753,Mixture,Fish,Onmy,194,900226000536382,693,270.6716,39.05795,79.1229,11.41745,11.27026,3.4209,large,-26.65251,NA,-26.65251,0
494,57,11,3,123747,Mixture,Fish,Onmy,195,900226000687517,709,279.57154,39.43181,83.2139,11.7368,11.02865,3.35967,large,-28.88485,NA,-28.88485,0
504,67,11,4,123757,Mixture,Fish,Onmy,197,900226000536435,430,170.87782,39.73903,51.79078,12.04437,11.07976,3.29939,small,-28.18454,NA,-28.18454,0
485,48,11,3,123738,Mixture,Fish,Onmy,199,900226000534945,629,256.65698,40.80397,75.10138,11.93981,11.76397,3.41747,large,-28.34582,NA,-28.34582,0
489,52,11,3,123742,Mixture,Fish,Onmy,200,900226000534377,616,213.90126,34.72423,60.76313,9.86414,11.66067,3.52025,large,NA,-27.4470325,-27.4470325,-0.1650475
463,21,11,2,123622,Mixture,Fish,Onmy,201,900226000536306,611,250.08097,40.92978,72.62159,11.88569,11.90418,3.44362,large,-24.27203,NA,-24.27203,0
457,12,11,2,123613,Mixture,Fish,Onmy,209,900226000688959,682,259.08239,37.98862,74.30011,10.89444,11.64064,3.48697,large,-26.89268,NA,-26.89268,0
469,34,11,2,123646,Mixture,Fish,Onmy,212,900226000534764,714,279.05398,39.08319,83.56134,11.70327,11.09489,3.33951,large,-28.24306,NA,-28.24306,0
461,19,11,2,123620,Mixture,Fish,Onmy,212,900226000688191,670,286.2947,42.73055,82.88819,12.37137,11.48707,3.45399,large,-27.32024,NA,-27.32024,0
455,11,11,2,123611,Mixture,Fish,Onmy,212,900226000534376,621,248.56382,40.02638,73.80285,11.88452,12.28569,3.36794,large,-24.2638,NA,-24.2638,0
495,58,11,3,123748,Mixture,Fish,Onmy,213,900226000688993,680,267.80981,39.3838,78.84712,11.59517,11.40809,3.39657,large,-28.01175,NA,-28.01175,0
487,50,11,3,123740,Mixture,Fish,Onmy,214,900226000536361,233,95.88112,41.1507,28.66154,12.30109,10.47064,3.34529,very small,-30.1707,NA,-30.1707,0
498,61,11,3,123751,Mixture,Fish,Onmy,214,900226000687627,737,297.00609,40.29933,87.94549,11.9329,11.31884,3.37716,large,-26.38533,NA,-26.38533,0
499,62,11,3,123752,Mixture,Fish,Onmy,215,900226000688884,698,280.76395,40.22406,81.84155,11.72515,11.38413,3.43058,large,-27.85438,NA,-27.85438,0
486,49,11,3,123739,Mixture,Fish,Onmy,216,900226000688960,298,115.45798,38.74429,33.75947,11.32868,12.07366,3.42002,very small,-27.78814,NA,-27.78814,0
460,16,11,2,123617,Mixture,Fish,Onmy,217,900226000688506,672,238.9611,35.55969,72.40857,10.77509,12.03754,3.30018,large,-24.35539,NA,-24.35539,0
459,15,11,2,123616,Mixture,Fish,Onmy,222,900226000756395,718,305.4037,42.53533,89.35259,12.44465,11.53137,3.41796,large,-27.85746,NA,-27.85746,0
468,26,11,2,123627,Mixture,Fish,Onmy,226,900226000688233,674,259.93484,38.566,77.49866,11.49832,11.91316,3.35406,large,-24.29628,NA,-24.29628,0
470,35,11,2,123660,Mixture,Fish,Onmy,236,900226000756340,641,267.66774,41.75784,77.87866,12.14956,11.58751,3.43698,large,-26.33281,NA,-26.33281,0
473,N3,11,2,123684,Mixture,Fish,Onmy,241,900226000648351,672,283.03457,42.11824,80.55602,11.9875,10.64887,3.51351,double tinned,NA,-25.9326051,-25.9326051,-0.1583749
482,45,11,3,123735,Mixture,Fish,Onmy,242,900226000688269,234,91.68976,39.18366,27.93326,11.93729,11.11492,3.28246,very small,-26.11727,NA,-26.11727,0
477,39,11,3,123729,Mixture,Fish,Onmy,248,900226000688843,728,270.79845,37.19759,80.15216,11.00991,12.06005,3.37855,large,-28.73446,NA,-28.73446,0
501,64,11,3,123754,Mixture,Fish,Onmy,258,900226000756347,763,262.46681,34.39932,80.00233,10.48523,11.43569,3.28074,large,-27.78012,NA,-27.78012,0
476,38,11,3,123728,Mixture,Fish,Onmy,360,900226000688148,651,231.36775,35.54036,71.90718,11.04565,12.53674,3.21759,large,-24.61921,NA,-24.61921,0
513,5,12,2,124749,Mixture,Fish,Onki,165,900226000536431,683,201.37891,29.48447,61.16622,8.95552,13.37325,3.29232,large,-24.11415,NA,-24.11415,0
512,4,12,2,124748,Mixture,Fish,Onki,172,900226000687529,636,230.71886,36.27655,66.53048,10.46077,12.9284,3.46787,large,-24.97798,NA,-24.97798,0
514,6,12,2,124750,Mixture,Fish,Onki,176,900226000687664,771,223.22362,28.95248,68.37098,8.86783,13.57331,3.26489,large,-25.02318,NA,-25.02318,0
511,2,12,2,124746,Mixture,Fish,Onki,181,900226000648565,654,239.55163,36.62869,69.89034,10.6866,13.204,3.42754,large,-26.30813,NA,-26.30813,0
515,7,12,2,124751,Mixture,Fish,Onki,181,900226000646190,712,218.37317,30.67039,64.54823,9.06576,13.25844,3.3831,large,-21.76122,NA,-21.76122,0
517,41,12,3,124800,Mixture,Fish,Onki,182,900226000690760,778,263.11747,33.81973,77.96995,10.02184,13.01481,3.3746,large,-27.03143,NA,-27.03143,0
510,1,12,2,124745,Mixture,Fish,Onki,184,900226000683121,637,211.75616,33.24273,62.97793,9.88665,13.74638,3.36239,large,-21.57596,NA,-21.57596,0
525,14,12,2,124758,Mixture,Fish,Onmy,140,900226000756301,635,235.31695,37.05779,67.71761,10.66419,12.17776,3.47497,large,-24.65599,NA,-24.65599,0
537,27,12,2,124773,Mixture,Fish,Onmy,149,900226000756616,650,245.42669,37.75795,70.80948,10.89377,12.3747,3.46601,large,-24.19452,NA,-24.19452,0
521,10,12,2,124754,Mixture,Fish,Onmy,152,900226000756373,678,236.29108,34.85119,68.69656,10.13224,13.0651,3.43963,large,-22.25556,NA,-22.25556,0
526,15,12,2,124759,Mixture,Fish,Onmy,155,900226000688777,601,221.83561,36.91108,64.41755,10.7184,12.0505,3.44371,large,-25.08477,NA,-25.08477,0
518,3,12,2,124747,Mixture,Fish,Onmy,160,900226000756337,677,274.65712,40.56974,76.21527,11.25779,12.63262,3.6037,double tinned,NA,-23.586767,-23.586767,-0.247663
580,71,12,4,124847,Mixture,Fish,Onmy,160,900226000536352,360,151.45579,42.07105,45.6226,12.67294,12.21369,3.31975,small,-24.0758,NA,-24.0758,0
528,17,12,2,124761,Mixture,Fish,Onmy,161,900226000688591,611,238.94596,39.10736,69.28127,11.339,11.96267,3.44893,large,-25.4994,NA,-25.4994,0
539,28,12,2,124776,Mixture,Fish,Onmy,163,900226000687661,719,282.04484,39.22738,81.9411,11.39654,12.63899,3.44204,large,-22.84537,NA,-22.84537,0
520,9,12,2,124753,Mixture,Fish,Onmy,167,900226000536402,743,263.9957,35.53105,76.41737,10.28498,12.61561,3.45466,large,-23.33501,NA,-23.33501,0
522,11,12,2,124755,Mixture,Fish,Onmy,168,900226000688558,631,257.41402,40.79461,74.24686,11.76654,13.41583,3.467,large,-20.94507,NA,-20.94507,0
532,21,12,2,124766,Mixture,Fish,Onmy,170,900226000687694,644,251.68029,39.08079,71.74635,11.14074,12.27056,3.50792,large,NA,-26.3578592,-26.3578592,-0.1528408
541,D3,12,2,124780,Mixture,Fish,Onmy,170,900226000536353,728,295.00081,40.52209,84.10775,11.55326,11.7067,3.50742,double tinned,NA,-25.2373942,-25.2373942,-0.1523458
575,66,12,4,124842,Mixture,Fish,Onmy,170,900226000756645,436,154.46284,35.42726,47.76824,10.95602,14.66363,3.23359,small,-22.67575,NA,-22.67575,0
540,29,12,2,124779,Mixture,Fish,Onmy,174,900226000756696,737,280.9849,38.1255,81.96989,11.1221,12.11626,3.4279,large,-25.87089,NA,-25.87089,0
569,60,12,3,124825,Mixture,Fish,Onmy,175,900226000536274,425,89.13649,20.97329,26.70526,6.28359,11.70837,3.33779,small,-26.39684,NA,-26.39684,0
535,24,12,2,124769,Mixture,Fish,Onmy,177,900226000536273,743,235.69928,31.72265,72.79617,9.7976,11.83522,3.2378,double tinned,-25.59213,NA,-25.59213,0
566,55,12,3,124815,Mixture,Fish,Onmy,177,900226000687648,671,245.40145,36.5725,72.06749,10.74031,11.82254,3.40516,large,-27.70053,NA,-27.70053,0
568,58,12,3,124819,Mixture,Fish,Onmy,178,900226000688580,676,272.08652,40.24948,80.28885,11.87705,11.81917,3.38885,large,-26.16619,NA,-26.16619,0
519,8,12,2,124752,Mixture,Fish,Onmy,181,900226000756694,630,219.88736,34.90276,64.58366,10.25138,12.84868,3.40469,large,-23.13759,NA,-23.13759,0
572,63,12,4,124839,Mixture,Fish,Onmy,182,900226000536369,654,234.43872,35.8469,68.51937,10.47697,10.78959,3.4215,large,-30.05237,NA,-30.05237,0
561,51,12,3,124810,Mixture,Fish,Onmy,184,900226000756330,687,239.62734,34.88025,70.29565,10.23226,10.89087,3.40885,large,-28.4001,NA,-28.4001,0
549,38,12,3,124797,Mixture,Fish,Onmy,186,900226000536422,682,287.23851,42.11708,82.48594,12.09471,12.46433,3.48227,large,-25.61482,NA,-25.61482,0
558,48,12,3,124807,Mixture,Fish,Onmy,186,900226000536251,770,298.70092,38.79233,85.22122,11.06769,12.40421,3.50501,large,NA,-23.9711201,-23.9711201,-0.1499599
529,18,12,2,124762,Mixture,Fish,Onmy,196,900226000536453,785,284.76533,36.27584,84.26664,10.7346,12.45798,3.37934,large,-25.58704,NA,-25.58704,0
530,19,12,2,124763,Mixture,Fish,Onmy,199,900226000688215,619,219.06465,35.39009,65.97456,10.65825,12.04658,3.32044,large,-27.34393,NA,-27.34393,0
543,32,12,3,124791,Mixture,Fish,Onmy,200,900226000534811,622,226.58007,36.42766,65.97235,10.60649,11.54273,3.43447,large,-26.78476,NA,-26.78476,0
563,53,12,3,124812,Mixture,Fish,Onmy,200,900226000688009,724,281.53001,38.88536,81.80821,11.29948,11.94915,3.44134,large,-25.76163,NA,-25.76163,0
547,36,12,3,124795,Mixture,Fish,Onmy,201,900226000536471,602,241.34342,40.09027,69.10408,11.47908,11.95785,3.49246,large,-27.22734,NA,-27.22734,0
562,52,12,3,124811,Mixture,Fish,Onmy,202,900226000756323,686,227.80657,33.20795,69.25912,10.09608,10.95306,3.28919,large,-28.01523,NA,-28.01523,0
544,33,12,3,124792,Mixture,Fish,Onmy,203,900226000536282,649,260.82599,40.18891,75.48272,11.63062,12.52633,3.45544,large,-25.34449,NA,-25.34449,0
576,67,12,4,124843,Mixture,Fish,Onmy,205,900226000756632,747,255.19826,34.16309,77.20363,10.33516,10.98855,3.30552,large,-30.07409,NA,-30.07409,0
548,37,12,3,124796,Mixture,Fish,Onmy,206,900226000687270,742,305.19175,41.13096,89.61318,12.07725,12.14688,3.40566,large,-26.53776,NA,-26.53776,0
556,46,12,3,124805,Mixture,Fish,Onmy,206,900226000536266,729,277.24485,38.03084,81.1039,11.12536,13.22046,3.41839,large,-21.01371,NA,-21.01371,0
536,26,12,2,124771,Mixture,Fish,Onmy,207,900226000536383,758,293.73943,38.7519,86.74058,11.44335,12.14079,3.38641,large,-23.25158,NA,-23.25158,0
571,62,12,4,124838,Mixture,Fish,Onmy,208,900226000536294,437,177.837,40.69497,53.53869,12.25142,12.92041,3.32165,small,-23.32037,NA,-23.32037,0
546,35,12,3,124794,Mixture,Fish,Onmy,210,900226000756368,709,269.60829,38.02656,80.16261,11.30643,11.48881,3.36327,large,-27.99737,NA,-27.99737,0
574,65,12,4,124841,Mixture,Fish,Onmy,210,900226000687693,730,247.41532,33.89251,73.85484,10.1171,12.19136,3.35002,large,-24.89663,NA,-24.89663,0
542,30,12,2,124783,Mixture,Fish,Onmy,211,900226000688807,688,256.20267,37.23876,77.71082,11.29518,11.70815,3.29687,large,-27.89463,NA,-27.89463,0
545,34,12,3,124793,Mixture,Fish,Onmy,211,900226000534377,674,234.39329,34.77645,69.7796,10.35306,12.45592,3.35905,large,-26.02739,NA,-26.02739,0
560,50,12,3,124809,Mixture,Fish,Onmy,212,900226000756339,724,215.34984,29.74445,67.06203,9.26271,11.41925,3.2112,large,-25.55648,NA,-25.55648,0
554,44,12,3,124803,Mixture,Fish,Onmy,216,900226000536424,653,250.19134,38.31414,73.69316,11.28532,11.47743,3.39504,large,-26.66538,NA,-26.66538,0
550,39,12,3,124798,Mixture,Fish,Onmy,218,900226000682166,626,246.44624,39.36841,70.42632,11.25021,11.3685,3.49935,large,-29.08706,NA,-29.08706,0
552,42,12,3,124801,Mixture,Fish,Onmy,221,900226000536258,702,284.20508,40.48505,82.18251,11.70691,12.55469,3.45822,large,-24.71132,NA,-24.71132,0
577,68,12,4,124844,Mixture,Fish,Onmy,221,900226000688908,664,256.82853,38.679,75.56246,11.37989,12.39406,3.39889,large,-25.27334,NA,-25.27334,0
557,47,12,3,124806,Mixture,Fish,Onmy,224,900226000756658,671,258.88783,38.58239,75.07077,11.18789,11.78461,3.44858,large,-27.72839,NA,-27.72839,0
579,70,12,4,124846,Mixture,Fish,Onmy,226,900226000688780,648,243.53395,37.5824,70.46176,10.87373,11.92635,3.45626,large,-27.57237,NA,-27.57237,0
573,64,12,4,124840,Mixture,Fish,Onmy,228,900226000687282,617,219.07979,35.50726,64.38876,10.43578,11.93634,3.40245,large,-26.88593,NA,-26.88593,0
533,22,12,2,124767,Mixture,Fish,Onmy,230,900226000647004,700,247.73835,35.39119,74.17599,10.59657,13.23563,3.33987,large,-24.13148,NA,-24.13148,0
565,54,12,3,124814,Mixture,Fish,Onmy,233,900226000536356,779,268.36161,34.4495,81.2235,10.42664,12.18393,3.30399,large,-24.06696,NA,-24.06696,0
564,D4,12,3,124813,Mixture,Fish,Onmy,237,900226000536447,507,196.93558,38.84331,58.67275,11.57253,12.69285,3.35651,small,-23.23073,NA,-23.23073,0
567,56,12,3,124816,Mixture,Fish,Onmy,238,900226000688190,697,250.15096,35.88966,73.84598,10.59483,12.09021,3.38747,large,-26.16639,NA,-26.16639,0
578,69,12,4,124845,Mixture,Fish,Onmy,238,900226000756656,759,246.91564,32.5317,76.32213,10.05562,11.35685,3.23518,large,-28.45585,NA,-28.45585,0
523,12,12,2,124756,Mixture,Fish,Onmy,240,900226000688570,637,252.28092,39.60454,73.62229,11.55766,12.92069,3.42669,large,-23.01743,NA,-23.01743,0
524,13,12,2,124757,Mixture,Fish,Onmy,245,900226000688163,683,268.92186,39.37363,80.94886,11.85196,12.88612,3.32212,large,-22.63369,NA,-22.63369,0
551,40,12,3,124799,Mixture,Fish,Onmy,245,900226000687498,724,303.64222,41.93953,89.78815,12.40168,12.07568,3.38176,large,-26.70456,NA,-26.70456,0
559,49,12,3,124808,Mixture,Fish,Onmy,248,900226000756386,619,231.60718,37.41635,67.54043,10.91122,11.76327,3.42916,large,-29.4416,NA,-29.4416,0
553,43,12,3,124802,Mixture,Fish,Onmy,253,900226000688850,731,281.63096,38.52681,84.65202,11.5803,12.40763,3.32693,large,-24.27058,NA,-24.27058,0
534,23,12,2,124768,Mixture,Fish,Onmy,255,900226000688269,673,263.92503,39.2162,79.47602,11.80922,12.39965,3.32081,large,-24.80105,NA,-24.80105,0
527,16,12,2,124760,Mixture,Fish,Onmy,255,900226000648351,708,300.88135,42.49737,89.36291,12.62188,12.5946,3.36696,large,-24.70397,NA,-24.70397,0
570,D5,12,3,124826,Mixture,Fish,Onmy,255,900226000756643,658,242.44989,36.84649,71.38897,10.84939,10.85401,3.39618,double tinned,-28.10343,NA,-28.10343,0
555,45,12,3,124804,Mixture,Fish,Onmy,280,900226000687723,641,281.81771,43.96532,82.38406,12.85243,13.20842,3.42078,large,-25.42049,NA,-25.42049,0
531,20,12,2,124764,Mixture,Fish,Onmy,380,900226000688148,627,247.92495,39.54146,76.24674,12.16057,12.90903,3.25161,double tinned,-24.58235,NA,-24.58235,0
